score,label
0.2416421724787519,g
0.295265151848751,g
0.2787157016269579,g
0.17040342607450373,g
0.31289135261303636,g
0.2804714593750876,g
0.08280201267316845,g
0.4401054432383176,g
0.24666871310418656,g
0.24163095077077543,g
0.23679403683805472,g
0.3269277982316417,g
0.341689023997781,g
0.30238816405934565,g
0.24796319819782384,g
0.38623739966641835,g
0.4423175857134347,g
0.38734391697175574,g
0.19301325800777358,g
0.3505050493181694,g
0.15083715153280475,g
0.2379708541416494,g
0.09464478994650383,g
0.2059686713443469,g
0.34404861111585894,g
0.10184982812685722,g
0.23383559161912623,g
0.29424428847998224,g
0.3633297195688498,g
0.39183533925134123,g
0.27373997852479154,g
0.26729534890281015,g
0.12248628143904411,g
0.18464569146411594,g
0.20784428963230678,g
0.3179493265721613,g
0.35589758194417764,g
0.3691064445060977,g
0.30897301382011144,g
0.3928201000051028,g
0.2557536033918889,g
0.3368802133507281,g
0.12265949979322849,g
0.2967568985056111,g
0.27954647207984085,g
0.23906983852005093,g
0.45711427738476534,g
0.2545311765356927,g
0.42148096870194096,g
0.3923620584854228,g
0.364625757530591,g
0.27770967629523907,g
0.12987722660864373,g
0.3209386095571152,g
0.39356586820109696,g
0.48156753391290863,g
0.3275621828735841,g
0.3588726189779649,g
0.4278576970206325,g
0.37357567740476055,g
0.2958398472808361,g
0.33793730373355496,g
0.3310426490148144,g
0.16983377610024233,g
0.15514001576359296,g
0.3606866605148363,g
0.3836219575338934,g
0.23274497250981635,g
0.27542552687391303,g
0.28042176577281425,g
0.43388222969747603,g
0.2768178166004037,g
0.3671368346976351,g
0.25512848848889513,g
0.4400091785876885,g
0.29597105957925224,g
0.33322503380215523,g
0.37892641485601386,g
0.3078558418495951,g
0.30459058744345796,g
0.367140563578813,g
0.15635346997957295,g
0.48994627262640034,g
0.29630497978222553,g
0.3654155804517205,g
0.26133923571934214,g
0.17989318643367097,g
0.41128528672967646,g
0.2826267934927791,g
0.36159017989991743,g
0.3543581868239495,g
0.41745732302190613,g
0.36618587970450056,g
0.5277343574748103,g
0.3147915590117344,g
0.4304326807563009,g
0.2190000193014115,g
0.391838243911791,g
0.28998933757741935,g
0.30474463793246304,g
0.3690715919452914,g
0.424892853905958,g
0.32894249774344464,g
0.22235841320669247,g
0.5025824615309223,g
0.42712492397597235,g
0.2377172048555081,g
0.3395377553416078,g
0.18977563923308904,g
0.42643376147113565,g
0.25790321087692597,g
0.3006419275051578,g
0.3013963048604905,g
0.24397765707512753,g
0.24637552802088647,g
0.2548572009512141,g
0.2806725369177015,g
0.21385062659114767,g
0.1871129887254192,g
0.18156726017075256,g
0.23628359679088284,g
0.3640968769787041,g
0.34832209872810554,g
0.278963250031584,g
0.4244838503287551,g
0.30199309843349426,g
0.2522499252757259,g
0.19245688608773884,g
0.21562442591101236,g
0.25890222776787875,g
0.394927397572734,g
0.2914269374426651,g
0.3308828623028294,g
0.249853472717717,g
0.32141235235185117,g
0.3228926504438744,g
0.2139458991104319,g
0.43359757096712254,g
0.3572097244589701,g
0.3457442214192357,g
0.2752461822740456,g
0.33587266568903457,g
0.5298959547642929,g
0.4729976879453611,g
0.23261755256781635,g
0.44090903115991587,g
0.29082155582433905,g
0.3581596446297319,g
0.4326427032134924,g
0.2915491668420433,g
0.2656899497011182,g
0.29814203217222035,g
0.5490367288931057,g
0.29646497081519685,g
0.3059604735834915,g
